entity_id,type,debit,credit,amount,currency,fee,tax,settlement_id,settlement_utr,created_at,settled_at,payment_id,order_id,method,description
pay_NFL4Q3YUYK2653,payment,0,11103699,11372079,INR,227441,40939,setl_UWZ7AQRSJ62630,5218468694x653,2026-08-30,2026-09-01,pay_NFL4Q3YUYK2653,order_J85QLHC6992652,emi,Payment captured
pay_WYXFBBZFC82656,payment,0,222010,227375,INR,4547,818,setl_UWZ7AQRSJ62630,5218468694x653,2026-08-30,2026-09-01,pay_WYXFBBZFC82656,order_E3L73P1WEL2655,card,Payment captured
pay_TKTN5XPH3K2659,payment,0,125308,128335,INR,2566,461,setl_UWZ7AQRSJ62630,5218468694x653,2026-08-30,2026-09-01,pay_TKTN5XPH3K2659,order_JJRWCK9QAN2658,netbanking,Payment captured
pay_B22GNHXLXZ2664,payment,0,115345,118132,INR,2362,425,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_B22GNHXLXZ2664,order_L9AJUGHYAW2663,netbanking,Payment captured
pay_FHXLWW83M52667,payment,0,79035,80944,INR,1618,291,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_FHXLWW83M52667,order_DV71MXNZCG2666,upi,Payment captured
pay_ZXUZMCWY242670,payment,0,101490,103942,INR,2078,374,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_ZXUZMCWY242670,order_8A6H3EVJMQ2669,netbanking,Payment captured
pay_CGYLMHPN092673,payment,0,46217,47333,INR,946,170,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_CGYLMHPN092673,order_4SWGF0AY952672,emi,Payment captured
pay_5GX1DQP9792676,payment,0,1301133,1332581,INR,26651,4797,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_5GX1DQP9792676,order_QA7T0GHR6J2675,emi,Payment captured
pay_W5SVTHC41L2679,payment,0,187986,192529,INR,3850,693,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_W5SVTHC41L2679,order_RDAA6R7UVT2678,wallet,Payment captured
pay_Z8W48Q7X2E2682,payment,0,214518,219702,INR,4394,790,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_Z8W48Q7X2E2682,order_SRX8P9XD532681,wallet,Payment captured
pay_P0LKNN8WUA2685,payment,0,444488,455230,INR,9104,1638,setl_1S5ABUUXBG2662,3817018257p516,2026-08-31,2026-09-02,pay_P0LKNN8WUA2685,order_550GNWBA782684,card,Payment captured
pay_2H6SEN2VSZ2690,payment,0,1442309,1477169,INR,29543,5317,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_2H6SEN2VSZ2690,order_RYWZY4CKCC2689,upi,Payment captured
pay_0UU2YRASZZ2693,payment,0,909441,931422,INR,18628,3353,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_0UU2YRASZZ2693,order_B41GKLKRBZ2692,wallet,Payment captured
pay_CB9MR10K3B2696,payment,0,206283,211268,INR,4225,760,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_CB9MR10K3B2696,order_VPQJ72NDS22695,wallet,Payment captured
pay_PSVC536LH02699,payment,0,320122,327859,INR,6557,1180,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_PSVC536LH02699,order_35BEXGMCDP2698,upi,Payment captured
pay_8Q54TM5DWU2702,payment,0,703454,720456,INR,14409,2593,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_8Q54TM5DWU2702,order_B6FLM2CDJK2701,emi,Payment captured
pay_8WJT72A2B32705,payment,0,1774298,1817182,INR,36343,6541,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_8WJT72A2B32705,order_BFL2DUS22Z2704,emi,Payment captured
pay_55D3FK885K2708,payment,0,73813,75595,INR,1511,271,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_55D3FK885K2708,order_67SA4AT2W62707,wallet,Payment captured
pay_018ANE10V62711,payment,0,121660,124600,INR,2492,448,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_018ANE10V62711,order_BAXN7E93CX2710,emi,Payment captured
pay_4AH6A817GZ2714,payment,0,731899,749588,INR,14991,2698,setl_SDNJJRT67E2688,6549180165z727,2026-09-01,2026-09-03,pay_4AH6A817GZ2714,order_ZTF1BFFSB92713,card,Payment captured
pay_6Z6T5XQ3W42719,payment,0,47701,48853,INR,977,175,setl_WEFCAD6DG72717,2555296405x280,2026-09-02,2026-09-04,pay_6Z6T5XQ3W42719,order_YU6LQMCFAM2718,upi,Payment captured
pay_Q43140H0A92722,payment,0,38591,39523,INR,790,142,setl_WEFCAD6DG72717,2555296405x280,2026-09-02,2026-09-04,pay_Q43140H0A92722,order_YP4UCZFNR52721,emi,Payment captured
pay_1LUCY4SSXB2725,payment,0,1301125,1332573,INR,26651,4797,setl_WEFCAD6DG72717,2555296405x280,2026-09-02,2026-09-04,pay_1LUCY4SSXB2725,order_8FTTC8DPX82724,upi,Payment captured
pay_LERY2H8PD52728,payment,0,3435784,3518827,INR,70376,12667,setl_WEFCAD6DG72717,2555296405x280,2026-09-02,2026-09-04,pay_LERY2H8PD52728,order_D9ZES238WQ2727,emi,Payment captured
disp_JAXXUL96GK2730,dispute,1834005,0,1684005,INR,150000,0,setl_WEFCAD6DG72717,2555296405x280,2026-08-11,2026-09-04,pay_9PHBSRTE011657,order_BLF2E6V0CL1656,,Chargeback deduction incl. handling fee
pay_56XUTX8S4U2734,payment,0,79140,81052,INR,1621,291,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_56XUTX8S4U2734,order_YKM34389592733,emi,Payment captured
pay_KT9UU6R3Y22737,payment,0,187655,192189,INR,3843,691,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_KT9UU6R3Y22737,order_5XEPS0R9BH2736,upi,Payment captured
pay_4VRRDP4M7E2740,payment,0,930656,953149,INR,19062,3431,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_4VRRDP4M7E2740,order_S9BWQG0CJJ2739,card,Payment captured
pay_Y8X810QY3W2743,payment,0,673509,689787,INR,13795,2483,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_Y8X810QY3W2743,order_A7M7D12EWV2742,card,Payment captured
pay_LU4CXKCRFQ2746,payment,0,10525311,10779711,INR,215594,38806,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_LU4CXKCRFQ2746,order_03CWT09VM82745,emi,Payment captured
pay_950BRKA8642749,payment,0,84656,86702,INR,1734,312,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_950BRKA8642749,order_J460J3XM6K2748,netbanking,Payment captured
pay_CDSXPX9Y6P2752,payment,0,1788839,1832075,INR,36641,6595,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_CDSXPX9Y6P2752,order_Z6RX3MNJ472751,card,Payment captured
pay_CUGG26EZ2U2755,payment,0,329608,337574,INR,6751,1215,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_CUGG26EZ2U2755,order_KXXXU29Q452754,emi,Payment captured
pay_Y54BA3LRSW2758,payment,0,785822,804815,INR,16096,2897,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_Y54BA3LRSW2758,order_37QPMMELUX2757,upi,Payment captured
pay_0KQRY3DWEC2761,payment,0,193550,198227,INR,3964,713,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_0KQRY3DWEC2761,order_DQR8BHR87F2760,wallet,Payment captured
pay_Z5UY7XXZZB2764,payment,0,172428,176594,INR,3531,635,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_Z5UY7XXZZB2764,order_47L85EW0Z32763,netbanking,Payment captured
pay_98LE1WGEMF2767,payment,0,830192,850257,INR,17005,3060,setl_5G6S6MFS3F2732,2967143136p444,2026-09-03,2026-09-05,pay_98LE1WGEMF2767,order_EQYLWJZKD52766,card,Payment captured
rfnd_60S5NB8KVD2769,refund,43123,0,43123,INR,0,0,setl_5G6S6MFS3F2732,2967143136p444,2026-09-04,2026-09-05,pay_B71ZG4QB1Q1014,order_3FQ2T6U8R01013,,Partial refund
rfnd_ZRMFLUUAMN2770,refund,62275,0,62275,INR,0,0,setl_5G6S6MFS3F2732,2967143136p444,2026-09-04,2026-09-05,pay_DEC8G832G50635,order_F6VKJVR93U0634,,Partial refund
pay_NP3M532FM72774,payment,0,31767,32534,INR,650,117,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_NP3M532FM72774,order_FHPVQS8Z6E2773,emi,Payment captured
pay_02VZLNHGC82777,payment,0,66947,68564,INR,1371,246,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_02VZLNHGC82777,order_CFUVCL9D9E2776,card,Payment captured
pay_H86UCWBHRP2780,payment,0,1526008,1562891,INR,31257,5626,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_H86UCWBHRP2780,order_17DVE6FAPF2779,netbanking,Payment captured
pay_QE0PH1BN782783,payment,0,1216225,1245621,INR,24912,4484,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_QE0PH1BN782783,order_1YD75YKY5K2782,wallet,Payment captured
pay_P5DB7GW9AB2786,payment,0,127831,130920,INR,2618,471,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_P5DB7GW9AB2786,order_BAYT111RJR2785,card,Payment captured
pay_XA7MK9WKZX2789,payment,0,1880348,1925795,INR,38515,6932,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_XA7MK9WKZX2789,order_1X7UU9NLR52788,emi,Payment captured
pay_BCSR2S4Z9V2792,payment,0,1837764,1882182,INR,37643,6775,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_BCSR2S4Z9V2792,order_R37P7N1NKR2791,wallet,Payment captured
pay_1CHSY8VA8G2795,payment,0,510848,523194,INR,10463,1883,setl_Y6WDBU6SFJ2772,3814955011e432,2026-09-04,2026-09-06,pay_1CHSY8VA8G2795,order_C1QG5XYL462794,wallet,Payment captured
pay_UTWTXY23BA2800,payment,0,72837,74596,INR,1491,268,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_UTWTXY23BA2800,order_08SQ74FTBN2799,emi,Payment captured
pay_DW4BNSBF2Z2803,payment,0,159926,163790,INR,3275,589,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_DW4BNSBF2Z2803,order_6TJG4P09QZ2802,netbanking,Payment captured
pay_VMYSU03XUJ2806,payment,0,630739,645983,INR,12919,2325,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_VMYSU03XUJ2806,order_65CA2M7XXH2805,upi,Payment captured
pay_WH2PQL3T872809,payment,0,199712,204538,INR,4090,736,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_WH2PQL3T872809,order_E4PTV5UWMQ2808,netbanking,Payment captured
pay_YKNP6L6Y172812,payment,0,28836,29532,INR,590,106,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_YKNP6L6Y172812,order_RCTVUFUMRW2811,upi,Payment captured
pay_7HH2HEV1SS2815,payment,0,943686,966494,INR,19329,3479,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_7HH2HEV1SS2815,order_9JE95C9TEA2814,netbanking,Payment captured
pay_AD6HKXRMXG2818,payment,0,1246374,1276498,INR,25529,4595,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_AD6HKXRMXG2818,order_P9XMR76U752817,wallet,Payment captured
pay_9JGAAN6AB42821,payment,0,547978,561222,INR,11224,2020,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_9JGAAN6AB42821,order_3ZPPZ5E2V12820,card,Payment captured
pay_42M2YD6UTX2824,payment,0,214572,219758,INR,4395,791,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_42M2YD6UTX2824,order_C8RT8TK37V2823,emi,Payment captured
pay_XJKDM3M1QD2827,payment,0,138195,141534,INR,2830,509,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-05,2026-09-07,pay_XJKDM3M1QD2827,order_G4T76YACNV2826,upi,Payment captured
rfnd_5SC0QXF38X2829,refund,40902,0,40902,INR,0,0,setl_9L1BXXXT0Y2798,9202386368f859,2026-09-01,2026-09-07,pay_LN5Z5ZQHM12044,order_LDRBKZJBSX2043,,Full refund
pay_MXPGCQQ6DA2833,payment,0,146038,149567,INR,2991,538,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_MXPGCQQ6DA2833,order_Y1L9Q5JQ7M2832,card,Payment captured
pay_7AT5Q4G9ZH2836,payment,0,204620,209565,INR,4191,754,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_7AT5Q4G9ZH2836,order_NH8PTZ1FJZ2835,card,Payment captured
pay_N399ZPSJ9P2839,payment,0,134949,138210,INR,2764,497,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_N399ZPSJ9P2839,order_Q5L3UBWPK42838,card,Payment captured
pay_13391C15QV2842,payment,0,161671,165577,INR,3311,595,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_13391C15QV2842,order_8Z2YZFBJXA2841,upi,Payment captured
pay_1R4UP2QSXU2845,payment,0,95399,97704,INR,1954,351,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_1R4UP2QSXU2845,order_MVK60LKGWY2844,upi,Payment captured
pay_00QLY05PML2848,payment,0,141113,144523,INR,2890,520,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_00QLY05PML2848,order_7PCDKFBK5P2847,upi,Payment captured
pay_VV4N68YZTF2851,payment,0,312461,320013,INR,6400,1152,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_VV4N68YZTF2851,order_AV931B4PK22850,emi,Payment captured
pay_Q4DWJ8BX032854,payment,0,82758,84758,INR,1695,305,setl_6BDYP12PNJ2831,7410526196h322,2026-09-06,2026-09-08,pay_Q4DWJ8BX032854,order_Y7RT23VS7P2853,card,Payment captured
pay_GY0CR84EA92859,payment,0,66564,68172,INR,1363,245,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_GY0CR84EA92859,order_VQYS91XMHM2858,emi,Payment captured
pay_FMMHXCR1WY2862,payment,0,678076,694465,INR,13889,2500,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_FMMHXCR1WY2862,order_61S4T53HF32861,card,Payment captured
pay_LX6N9AGBEM2865,payment,0,43203,44246,INR,884,159,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_LX6N9AGBEM2865,order_21AGQ8WWAB2864,emi,Payment captured
pay_24F837E6AA2868,payment,0,1428464,1462989,INR,29259,5266,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_24F837E6AA2868,order_HN1ZCYXHGQ2867,card,Payment captured
pay_CDP6E67Z9Y2871,payment,0,5556734,5691041,INR,113820,20487,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_CDP6E67Z9Y2871,order_PJENTYLJCS2870,wallet,Payment captured
pay_FLHH3DEFHJ2874,payment,0,1760713,1803269,INR,36065,6491,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_FLHH3DEFHJ2874,order_JCQD0ZE3W72873,upi,Payment captured
pay_1DUYBYLFEK2877,payment,0,48226,49390,INR,987,177,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_1DUYBYLFEK2877,order_QHUX38GB0G2876,netbanking,Payment captured
pay_WSTYB1AX8C2880,payment,0,213473,218631,INR,4372,786,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_WSTYB1AX8C2880,order_2CE7GSCRT32879,wallet,Payment captured
pay_MWNU510FYN2883,payment,0,165389,169385,INR,3387,609,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_MWNU510FYN2883,order_TFVKBUY5432882,netbanking,Payment captured
pay_00J13ANV9J2886,payment,0,1012638,1037113,INR,20742,3733,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_00J13ANV9J2886,order_9WAJ0J40FH2885,wallet,Payment captured
pay_WKTMNXKX0C2889,payment,0,1926293,1972852,INR,39457,7102,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_WKTMNXKX0C2889,order_UCLEZ7JPFK2888,netbanking,Payment captured
pay_8TZ2BXQUKR2892,payment,0,2879412,2949008,INR,58980,10616,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_8TZ2BXQUKR2892,order_XKAZQXNFNH2891,netbanking,Payment captured
pay_KVCKGH39KQ2895,payment,0,12447877,12748746,INR,254974,45895,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_KVCKGH39KQ2895,order_ETB78QSN562894,card,Payment captured
pay_4UYJ2PV89K2898,payment,0,577102,591049,INR,11820,2127,setl_C1LWDKRC802857,6499356817z722,2026-09-07,2026-09-09,pay_4UYJ2PV89K2898,order_2Y593PXZ862897,netbanking,Payment captured
pay_WPEP0ZNGZJ2903,payment,0,1334022,1366265,INR,27325,4918,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_WPEP0ZNGZJ2903,order_J7VW84FJD62902,upi,Payment captured
pay_5VTPPE6GHZ2906,payment,0,493467,505393,INR,10107,1819,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_5VTPPE6GHZ2906,order_A0FTUYK0VY2905,upi,Payment captured
pay_998F681DJH2909,payment,0,1772293,1815129,INR,36302,6534,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_998F681DJH2909,order_PVQUV7ZY2E2908,wallet,Payment captured
pay_C4AU4PHV9P2912,payment,0,11509169,11787349,INR,235746,42434,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_C4AU4PHV9P2912,order_CPPHLLMQWS2911,card,Payment captured
pay_MJHP82L6S42915,payment,0,114899,117675,INR,2353,423,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_MJHP82L6S42915,order_Y1AA40JLKH2914,emi,Payment captured
pay_NSSPX9TFH92918,payment,0,204319,209257,INR,4185,753,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_NSSPX9TFH92918,order_C111CTYQGM2917,card,Payment captured
pay_2XYZZSLER72921,payment,0,184284,188737,INR,3774,679,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_2XYZZSLER72921,order_F6BVQ0S9GF2920,wallet,Payment captured
pay_F7SEYQBVM32924,payment,0,142680,146127,INR,2922,525,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_F7SEYQBVM32924,order_767ZPZ3EPV2923,upi,Payment captured
pay_2S7LESAFA92927,payment,0,30656,31395,INR,627,112,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_2S7LESAFA92927,order_QGXV9AVUMN2926,card,Payment captured
pay_HCMN5M3VQM2930,payment,0,16517,16915,INR,338,60,setl_ZQ9M86LAS42901,6998824234n488,2026-09-08,2026-09-10,pay_HCMN5M3VQM2930,order_0505Q04MC12929,netbanking,Payment captured
rfnd_Z4NL75AHHX2932,refund,62275,0,62275,INR,0,0,setl_ZQ9M86LAS42901,6998824234n488,2026-09-09,2026-09-10,pay_DEC8G832G50635,order_F6VKJVR93U0634,,Partial refund
rfnd_G57PM2A38X2933,refund,6089992,0,6089992,INR,0,0,setl_ZQ9M86LAS42901,6998824234n488,2026-09-09,2026-09-10,pay_657M6GCZBK1034,order_TCT61CSTDB1033,,Partial refund
pay_S4FYYRT4SW2937,payment,0,135802,139083,INR,2781,500,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_S4FYYRT4SW2937,order_3Y1SX9400S2936,emi,Payment captured
pay_TC69AZQPNZ2940,payment,0,1634925,1674440,INR,33488,6027,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_TC69AZQPNZ2940,order_91WQSXBR4Y2939,netbanking,Payment captured
pay_PMSBWGCK2Z2943,payment,0,303842,311185,INR,6223,1120,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_PMSBWGCK2Z2943,order_6Q5PDTFYA02942,wallet,Payment captured
pay_HXKDUEDFBM2946,payment,0,211537,216648,INR,4332,779,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_HXKDUEDFBM2946,order_13CRPJ7N6S2945,netbanking,Payment captured
pay_SPW4ZT69PX2949,payment,0,1189061,1217801,INR,24356,4384,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_SPW4ZT69PX2949,order_66N9NRB3FS2948,wallet,Payment captured
pay_PHJN75SZ9V2952,payment,0,203226,208137,INR,4162,749,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_PHJN75SZ9V2952,order_6D6FHLMR1G2951,upi,Payment captured
pay_59PV49T8NA2955,payment,0,26596,27237,INR,544,97,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_59PV49T8NA2955,order_C1ZHB3TC7C2954,netbanking,Payment captured
pay_R0SRF379W82958,payment,0,1514040,1550634,INR,31012,5582,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_R0SRF379W82958,order_J6M8DANH482957,wallet,Payment captured
pay_CJ10NQBLRY2961,payment,0,1005302,1029600,INR,20592,3706,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_CJ10NQBLRY2961,order_3AXK3DHZLP2960,upi,Payment captured
pay_ABUJNFJC092964,payment,0,1641868,1681552,INR,33631,6053,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_ABUJNFJC092964,order_5PLBHKYPFW2963,emi,Payment captured
pay_XWR9GZFL7K2967,payment,0,124409,127415,INR,2548,458,setl_06UPN2TT7D2935,6017450483g253,2026-09-09,2026-09-11,pay_XWR9GZFL7K2967,order_P9Y474P9KT2966,card,Payment captured
pay_B42ZYYPZX82972,payment,0,910286,932287,INR,18645,3356,setl_H3XVS850GX2970,7676125158s857,2026-09-10,2026-09-12,pay_B42ZYYPZX82972,order_B8JSU2UCRX2971,wallet,Payment captured
pay_84KUR66CB72975,payment,0,1169696,1197967,INR,23959,4312,setl_H3XVS850GX2970,7676125158s857,2026-09-10,2026-09-12,pay_84KUR66CB72975,order_77TZMZUHJP2974,wallet,Payment captured
pay_L434SB0VHK2978,payment,0,60213,61667,INR,1233,221,setl_H3XVS850GX2970,7676125158s857,2026-09-10,2026-09-12,pay_L434SB0VHK2978,order_X27HKXZQXB2977,upi,Payment captured
pay_UYYXZ3MH3P2981,payment,0,657643,673537,INR,13470,2424,setl_H3XVS850GX2970,7676125158s857,2026-09-10,2026-09-12,pay_UYYXZ3MH3P2981,order_TG7DDXUZXR2980,emi,Payment captured
pay_WLF5QQ10CR2984,payment,0,138348,141690,INR,2833,509,setl_H3XVS850GX2970,7676125158s857,2026-09-10,2026-09-12,pay_WLF5QQ10CR2984,order_2DUNF6FZX62983,netbanking,Payment captured
pay_2431RTJAQV2989,payment,0,1160525,1188572,INR,23771,4276,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_2431RTJAQV2989,order_9LEP9VU49G2988,card,Payment captured
pay_R4W9F64VTL2992,payment,0,1089842,1116183,INR,22323,4018,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_R4W9F64VTL2992,order_VTBS5NL7322991,card,Payment captured
pay_A0T0029EHM2995,payment,0,93374,95630,INR,1912,344,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_A0T0029EHM2995,order_X31VKNTAK02994,card,Payment captured
pay_9W78RDSXW02998,payment,0,68643,70298,INR,1405,250,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_9W78RDSXW02998,order_7TD0EP827V2997,netbanking,Payment captured
pay_L5CZ2GS3YN3001,payment,0,197734,202513,INR,4050,729,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_L5CZ2GS3YN3001,order_J163SSSP2Q3000,wallet,Payment captured
pay_BX2ZGRQWWD3004,payment,0,192769,197427,INR,3948,710,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_BX2ZGRQWWD3004,order_GZJDRWFF9Y3003,card,Payment captured
pay_E7CCZKJF9T3007,payment,0,1619346,1658485,INR,33169,5970,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_E7CCZKJF9T3007,order_DTJPPGA1C83006,card,Payment captured
pay_A66ZHQC3EA3010,payment,0,168471,172543,INR,3450,622,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_A66ZHQC3EA3010,order_3GHUPW8NCV3009,netbanking,Payment captured
pay_M232Y1CMQN3013,payment,0,5871312,6013223,INR,120264,21647,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_M232Y1CMQN3013,order_KCURFJ4URF3012,wallet,Payment captured
pay_5WHAAY37C33016,payment,0,96276,98602,INR,1972,354,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_5WHAAY37C33016,order_K25JDR16DK3015,wallet,Payment captured
pay_9UWF2X6D4U3019,payment,0,1470297,1505833,INR,30116,5420,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_9UWF2X6D4U3019,order_NMRZNQQBZT3018,netbanking,Payment captured
pay_V8CWGDQNU13022,payment,0,144895,148396,INR,2967,534,setl_UDCNRP3R7C2987,9600409780v341,2026-09-11,2026-09-13,pay_V8CWGDQNU13022,order_XXHBKCVEEW3021,netbanking,Payment captured
pay_YZF0NRE7P03027,payment,0,123426,126409,INR,2528,455,setl_DHMXLQP6F43025,6901766183q211,2026-09-12,2026-09-14,pay_YZF0NRE7P03027,order_ZCYG7RRBED3026,netbanking,Payment captured
pay_1MA6W3KM4H3030,payment,0,1759473,1801999,INR,36039,6487,setl_DHMXLQP6F43025,6901766183q211,2026-09-12,2026-09-14,pay_1MA6W3KM4H3030,order_XNZ5B70ZAS3029,upi,Payment captured
pay_NJ71L9BY953033,payment,0,164870,168854,INR,3377,607,setl_DHMXLQP6F43025,6901766183q211,2026-09-12,2026-09-14,pay_NJ71L9BY953033,order_Q3AETAE5DD3032,card,Payment captured
pay_WZ0HLKCYHP3036,payment,0,450006,460882,INR,9217,1659,setl_DHMXLQP6F43025,6901766183q211,2026-09-12,2026-09-14,pay_WZ0HLKCYHP3036,order_GX31V3B74N3035,wallet,Payment captured
pay_77S84U74RZ3039,payment,0,118299,121158,INR,2423,436,setl_DHMXLQP6F43025,6901766183q211,2026-09-12,2026-09-14,pay_77S84U74RZ3039,order_5T926NZHJH3038,card,Payment captured
